# Sensor 01GENA001DP135RN - vertical direction.
# Created: Fri Oct 18 14:04:20 2019. Sampling Rate: 4000.0 Hz. No. of Samples: 20000
# Time [ns]; Acceleration [m/s2]
3.036500000000000000e+09;1.643303458995479303e-04
3.036750000000000000e+09;2.217182557028026890e-04
3.037000000000000000e+09;7.523013314587241617e-05
3.037250000000000000e+09;-9.154488909706748367e-05
3.037500000000000000e+09;-8.965416782952018463e-05
3.037750000000000000e+09;1.482418081319933062e-05
3.038000000000000477e+09;2.182482810689633188e-05
3.038250000000000000e+09;-1.068695797121298587e-04
3.038500000000000000e+09;-1.872816601580293142e-04
3.038750000000000477e+09;-6.972913811531915849e-05
3.039000000000000000e+09;1.293577591892105768e-04
3.039250000000000000e+09;1.758404380432602174e-04
3.039500000000000000e+09;4.683815412608437353e-05
3.039750000000000000e+09;-4.776786325526785203e-05
3.040000000000000000e+09;2.217105640235631821e-05
3.040250000000000000e+09;1.222817946467079364e-04
3.040500000000000000e+09;5.895006010976045429e-05
3.040750000000000000e+09;-1.237247030099460163e-04
3.041000000000000000e+09;-1.956563924660421937e-04
3.041250000000000000e+09;-7.085947144291593585e-05
3.041500000000000000e+09;7.791529023518811194e-05
3.041750000000000000e+09;6.676995110911057487e-05
3.042000000000000477e+09;-4.708009583506134584e-05
3.042250000000000000e+09;-5.782936573736990556e-05
3.042500000000000000e+09;7.796455845341629691e-05
3.042750000000000000e+09;1.770636242452307111e-04
3.043000000000000000e+09;9.200453383200610171e-05
3.043250000000000000e+09;-8.156122008871817910e-05
3.043500000000000000e+09;-1.308028703960640736e-04
3.043750000000000000e+09;-2.063249976161791446e-05
3.044000000000000000e+09;6.517328643641742572e-05
3.044250000000000000e+09;-7.873921431581531777e-06
3.044500000000000000e+09;-1.316739136850656876e-04
3.044750000000000000e+09;-1.033136535343749511e-04
3.045000000000000000e+09;7.279676882728068762e-05
3.045250000000000000e+09;1.735959168322548851e-04
3.045500000000000000e+09;7.802267645843271866e-05
3.045750000000000000e+09;-5.995835602242819041e-05
3.046000000000000477e+09;-4.366632640254644181e-05
3.046250000000000000e+09;7.983317878742214276e-05
3.046500000000000000e+09;9.779451986204621208e-05
3.046750000000000000e+09;-5.244497569260878002e-05
3.047000000000000000e+09;-1.849775842632549790e-04
3.047250000000000000e+09;-1.262739235280532280e-04
3.047500000000000000e+09;4.068717432783509782e-05
3.047750000000000000e+09;1.002134564435780271e-04
3.048000000000000000e+09;4.147275131215566262e-06
3.048250000000000000e+09;-6.866044724425744022e-05
3.048500000000000000e+09;2.551347879983356643e-05
3.048750000000000000e+09;1.723754754692997579e-04
3.049000000000000000e+09;1.555388202839925462e-04
3.049250000000000000e+09;-2.572992155586476841e-05
3.049500000000000000e+09;-1.524107449368268367e-04
3.049750000000000000e+09;-9.211133359358465386e-05
3.050000000000000477e+09;2.524788454134077137e-05
3.050250000000000000e+09;6.910140475112481414e-06
3.050500000000000000e+09;-1.150287509528912443e-04
3.050750000000000000e+09;-1.331491792836309322e-04
3.051000000000000000e+09;2.750311106376294052e-05
3.051250000000000000e+09;1.913621421164901951e-04
3.051500000000000000e+09;1.675234636905371813e-04
3.051750000000000000e+09;1.046553282203497468e-05
3.052000000000000000e+09;-6.435421310532692422e-05
3.052250000000000000e+09;1.215333725220660848e-05
3.052500000000000000e+09;7.562170071999549609e-05
3.052750000000000000e+09;-2.280338606274750712e-05
3.053000000000000000e+09;-1.869806771403463466e-04
3.053250000000000477e+09;-1.947831536009711571e-04
3.053500000000000000e+09;-1.359299091973984083e-05
3.053750000000000000e+09;1.423966426551163077e-04
3.054000000000000477e+09;1.083703519216886704e-04
3.054250000000000000e+09;-9.598742093501525890e-06
3.054500000000000000e+09;-1.929959677894395957e-06
3.054750000000000000e+09;1.265588200005016400e-04
3.055000000000000000e+09;1.558497430612402828e-04
3.055250000000000000e+09;-1.099625007896272709e-05
3.055500000000000000e+09;-1.930582554759625901e-04
3.055750000000000000e+09;-1.855545173022154332e-04
3.056000000000000000e+09;-2.935020382869468785e-05
3.056250000000000000e+09;5.842550949102818050e-05
3.056500000000000000e+09;-8.542148370742362379e-06
3.056750000000000000e+09;-7.178734123287433631e-05
3.057000000000000000e+09;2.309746412117312688e-05
3.057250000000000477e+09;1.883722812066413246e-04
3.057500000000000000e+09;2.054230410960694879e-04
3.057750000000000000e+09;3.106617462634168382e-05
3.058000000000000477e+09;-1.319203491420720760e-04
3.058250000000000000e+09;-1.133892478299105595e-04
3.058500000000000000e+09;-1.410907129523324100e-06
3.058750000000000000e+09;4.777608171696972484e-06
3.059000000000000000e+09;-1.112539503731138516e-04
3.059250000000000000e+09;-1.578476725811044123e-04
3.059500000000000000e+09;-1.450212862252731813e-05
3.059750000000000000e+09;1.766029385062262255e-04
3.060000000000000000e+09;1.934814845445141174e-04
3.060250000000000000e+09;4.012372248154375681e-05
3.060500000000000000e+09;-6.303640638374377885e-05
3.060750000000000000e+09;2.071181765957540246e-06
3.061000000000000000e+09;8.481340930746279012e-05
3.061250000000000477e+09;5.711712543370743949e-06
3.061500000000000000e+09;-1.647400373737536127e-04
3.061750000000000000e+09;-2.011510116415883001e-04
3.062000000000000477e+09;-4.172173205451968042e-05
3.062250000000000000e+09;1.207286147058119006e-04
3.062500000000000000e+09;1.040029929363518854e-04
3.062750000000000000e+09;-1.597686972098069362e-05
3.063000000000000000e+09;-2.779178188709497153e-05
3.063250000000000000e+09;9.864968134354259056e-05
3.063500000000000000e+09;1.662872176576063097e-04
3.063750000000000000e+09;4.336524268169802927e-05
3.064000000000000000e+09;-1.405801829172414791e-04
3.064250000000000000e+09;-1.676738770059395419e-04
3.064500000000000000e+09;-3.096552122909834736e-05
3.064750000000000000e+09;6.211546746807221071e-05
3.065000000000000000e+09;-7.147279391645113469e-06
3.065250000000000477e+09;-1.061957201952018107e-04
3.065500000000000000e+09;-5.022000428490298895e-05
3.065750000000000000e+09;1.226357850604341488e-04
3.066000000000000477e+09;1.899641393166141118e-04
3.066250000000000000e+09;6.314271333512671191e-05
3.066500000000000000e+09;-8.418798453331420757e-05
3.066750000000000000e+09;-6.768753268317704555e-05
3.067000000000000000e+09;5.024133825364121087e-05
3.067250000000000000e+09;6.396176958321295853e-05
3.067500000000000000e+09;-7.210468171410119810e-05
3.067750000000000000e+09;-1.763318610266258147e-04
3.068000000000000000e+09;-9.259352677274888777e-05
3.068250000000000000e+09;8.525693189715372142e-05
3.068500000000000000e+09;1.346954560037999027e-04
3.068750000000000000e+09;1.716539720022745716e-05
3.069000000000000000e+09;-6.911560453392363065e-05
3.069250000000000477e+09;1.719849905825444566e-05
3.069500000000000000e+09;1.466673476263431948e-04
3.069750000000000000e+09;1.075565686450752123e-04
3.070000000000000477e+09;-7.613082099826335586e-05
3.070250000000000000e+09;-1.734900829065012654e-04
3.070500000000000000e+09;-7.617775713704061694e-05
3.070750000000000000e+09;5.679522568535442519e-05
3.071000000000000000e+09;3.766571172982022747e-05
3.071250000000000000e+09;-7.946064238365537185e-05
3.071500000000000000e+09;-8.819624966197600960e-05
3.071750000000000000e+09;6.294884052755698729e-05
3.072000000000000000e+09;1.916962557202109730e-04
3.072250000000000000e+09;1.303933544795140979e-04
3.072500000000000000e+09;-3.994851430045911073e-05
3.072750000000000000e+09;-1.040979573060032569e-04
3.073000000000000000e+09;-1.620831415498714468e-05
3.073250000000000477e+09;5.143450427755122406e-05
3.073500000000000000e+09;-3.495767114204081135e-05
3.073750000000000000e+09;-1.702636186248385360e-04
3.074000000000000000e+09;-1.463868228003864492e-04
3.074250000000000000e+09;4.324289147497535250e-05
3.074500000000000000e+09;1.777567548447108229e-04
3.074750000000000000e+09;1.155247319203106418e-04
3.075000000000000000e+09;-1.382391874461128433e-05
3.075250000000000000e+09;-1.011416979750957428e-05
3.075500000000000000e+09;1.008150536733984245e-04
3.075750000000000000e+09;1.102142455250248705e-04
3.076000000000000000e+09;-5.628340289581048065e-05
3.076250000000000000e+09;-2.136916317953645443e-04
3.076500000000000000e+09;-1.729429770930823729e-04
3.076750000000000000e+09;1.147689179112174150e-07
3.077000000000000000e+09;8.577052509730980455e-05
3.077250000000000477e+09;1.435304483495220591e-05
3.077500000000000000e+09;-4.658444910910304246e-05
3.077750000000000000e+09;4.847931078466126539e-05
3.078000000000000000e+09;1.942029319198122154e-04
3.078250000000000000e+09;1.765029282324743489e-04
3.078500000000000000e+09;-1.818507956997793900e-05
3.078750000000000000e+09;-1.682091227590340324e-04
3.079000000000000000e+09;-1.225648586498549947e-04
3.079250000000000000e+09;-7.809090002053785384e-07
3.079500000000000000e+09;1.558295544814826538e-06
3.079750000000000000e+09;-1.033008545333175779e-04
3.080000000000000000e+09;-1.197794264047449478e-04
3.080250000000000000e+09;3.944037324855995032e-05
3.080500000000000000e+09;2.071264845902524420e-04
3.080750000000000000e+09;1.845308443360313725e-04
3.081000000000000000e+09;1.509882179248197830e-05
3.081250000000000477e+09;-8.281646894310839939e-05
3.081500000000000000e+09;-1.948208353589334562e-05
3.081750000000000000e+09;5.080533022558737951e-05
3.082000000000000000e+09;-3.179544483653452027e-05
3.082250000000000000e+09;-1.810488893794639067e-04
3.082500000000000000e+09;-1.807129006625830619e-04
3.082750000000000000e+09;1.705830263303101658e-06
3.083000000000000000e+09;1.607688030778165031e-04
3.083250000000000000e+09;1.278019657552508133e-04
3.083500000000000000e+09;-3.965321689513477487e-06
3.083750000000000000e+09;-2.059556696659668943e-05
3.084000000000000000e+09;9.426472374811947731e-05
3.084250000000000000e+09;1.350397008075216799e-04
3.084500000000000477e+09;-1.241153621993153028e-05
3.084750000000000000e+09;-1.891412388779138796e-04
3.085000000000000000e+09;-1.797318493704758938e-04
3.085250000000000477e+09;-1.295785974225489332e-05
3.085500000000000000e+09;8.446751188704324041e-05
3.085750000000000000e+09;1.307035879158972420e-05
3.086000000000000000e+09;-7.212620500596212368e-05
3.086250000000000000e+09;-1.253528515450481703e-06
3.086500000000000000e+09;1.558751915957481450e-04
3.086750000000000000e+09;1.793167556673947089e-04
3.087000000000000000e+09;1.794060589945125863e-05
3.087250000000000000e+09;-1.325282993042984703e-04
3.087500000000000000e+09;-1.034688628755223557e-04
3.087750000000000000e+09;2.232548319581555729e-05
3.088000000000000000e+09;3.915532967240103221e-05
3.088250000000000000e+09;-8.096328737913493785e-05
3.088500000000000477e+09;-1.489542131587740219e-04
3.088750000000000000e+09;-3.446463203720639946e-05
3.089000000000000000e+09;1.420450522171010988e-04
3.089250000000000477e+09;1.648052763528815696e-04
3.089500000000000000e+09;2.076961745629330968e-05
3.089750000000000000e+09;-7.791147625403869483e-05
3.090000000000000000e+09;1.964575428491904701e-08
3.090250000000000000e+09;1.100059842663948974e-04
3.090500000000000000e+09;5.186691096404799129e-05
3.090750000000000000e+09;-1.236241086136451173e-04
3.091000000000000000e+09;-1.866288182864675189e-04
3.091250000000000000e+09;-5.592082790765430468e-05
3.091500000000000000e+09;9.057871231595524279e-05
3.091750000000000000e+09;6.913638843191393605e-05
3.092000000000000000e+09;-5.080808667587083187e-05
3.092250000000000000e+09;-5.924027567518639562e-05
3.092500000000000477e+09;8.276626444551954582e-05
3.092750000000000000e+09;1.841323328881957057e-04
3.093000000000000000e+09;9.096473858900463170e-05
3.093250000000000477e+09;-8.927881520258189264e-05
3.093500000000000000e+09;-1.335856506895504749e-04
3.093750000000000000e+09;-1.988213233725994559e-05
3.094000000000000000e+09;5.533802157491192578e-05
3.094250000000000000e+09;-3.020112883776252858e-05
3.094500000000000000e+09;-1.479117061567053492e-04
3.094750000000000000e+09;-1.002103669776358518e-04
3.095000000000000000e+09;8.586688956480665756e-05
3.095250000000000000e+09;1.857691567800155003e-04
3.095500000000000000e+09;9.186439845089180132e-05
3.095750000000000000e+09;-4.519844445750675161e-05
3.096000000000000000e+09;-3.656097711700701869e-05
3.096250000000000000e+09;7.167915537972045889e-05
3.096500000000000477e+09;7.453790805695476496e-05
3.096750000000000000e+09;-7.698790777362065024e-05
3.097000000000000000e+09;-2.011502524828672248e-04
3.097250000000000477e+09;-1.333687098377800819e-04
3.097500000000000000e+09;4.895664822848943751e-05
3.097750000000000000e+09;1.240354325874786293e-04
3.098000000000000000e+09;3.415693364658567178e-05
3.098250000000000000e+09;-3.947295842713560634e-05
3.098500000000000000e+09;4.479861552761544322e-05
3.098750000000000000e+09;1.710390907485844555e-04
3.099000000000000000e+09;1.285304415453774544e-04
3.099250000000000000e+09;-7.404944638873036398e-05
3.099500000000000000e+09;-2.013947247663306673e-04
3.099750000000000000e+09;-1.216908122188160846e-04
3.100000000000000000e+09;1.702070184335090919e-05
3.100250000000000000e+09;2.091579863727558700e-05
3.100500000000000477e+09;-7.556909695988691810e-05
3.100750000000000000e+09;-7.497525445957649011e-05
3.101000000000000000e+09;8.583062855721228387e-05
3.101250000000000477e+09;2.244871639036205688e-04
3.101500000000000000e+09;1.632252613969591420e-04
3.101750000000000000e+09;-2.288205559830421181e-05
3.102000000000000000e+09;-1.137171152957632751e-04
3.102250000000000000e+09;-4.311121104869258846e-05
3.102500000000000000e+09;2.310037934057042921e-05
3.102750000000000000e+09;-5.595869393814405734e-05
3.103000000000000000e+09;-1.787283775030596149e-04
3.103250000000000000e+09;-1.460830334497994392e-04
3.103500000000000000e+09;4.978945401227635590e-05
3.103750000000000000e+09;1.955524281604475404e-04
3.104000000000000000e+09;1.390080789324178744e-04
3.104250000000000000e+09;-2.287768256405444580e-06
3.104500000000000477e+09;-2.144298995168292032e-05
3.104750000000000000e+09;7.683608452331068084e-05
3.105000000000000000e+09;9.448958821127337272e-05
3.105250000000000000e+09;-5.995511928958136407e-05
3.105500000000000000e+09;-2.159351699032656087e-04
3.105750000000000000e+09;-1.722665030154610106e-04
3.106000000000000000e+09;1.372267686170133116e-05
3.106250000000000000e+09;1.113860693596328854e-04
3.106500000000000000e+09;3.824864532169404820e-05
3.106750000000000000e+09;-4.177256548743306288e-05
3.107000000000000000e+09;3.016273620325363999e-05
3.107250000000000000e+09;1.667705225832801744e-04
3.107500000000000000e+09;1.541307049733722844e-04
3.107750000000000000e+09;-3.136349658888338123e-05
3.108000000000000000e+09;-1.751923626272200939e-04
3.108250000000000000e+09;-1.229915912079934789e-04
3.108500000000000477e+09;1.523380543792448890e-05
3.108750000000000000e+09;3.368829976783451076e-05
3.109000000000000000e+09;-7.420638272798408500e-05
3.109250000000000000e+09;-1.117777368508295765e-04
3.109500000000000000e+09;2.365397085789566924e-05
3.109750000000000000e+09;1.820338902263188871e-04
3.110000000000000000e+09;1.634486072879989794e-04
3.110250000000000000e+09;-4.378018309423023160e-06
3.110500000000000000e+09;-1.008756541845765307e-04
3.110750000000000000e+09;-2.408622445593262327e-05
3.111000000000000000e+09;7.068216318401051939e-05
3.111250000000000000e+09;7.970073779484979727e-06
3.111500000000000000e+09;-1.432574697700469870e-04
3.111750000000000000e+09;-1.651099859618406082e-04
3.112000000000000000e+09;-7.823565139927191704e-06
3.112250000000000000e+09;1.359376412877249727e-04
3.112500000000000477e+09;9.935216041485364863e-05
3.112750000000000000e+09;-3.198664359704306585e-05
3.113000000000000000e+09;-4.969584761157078617e-05
3.113250000000000000e+09;7.584685517718621852e-05
3.113500000000000000e+09;1.484158103246980426e-04
3.113750000000000000e+09;2.934154377725781997e-05
3.114000000000000000e+09;-1.462135346977475763e-04
3.114250000000000000e+09;-1.554183763559565399e-04
3.114500000000000000e+09;-7.843952039420064784e-06
3.114750000000000000e+09;7.859415895106899538e-05
3.115000000000000000e+09;-6.698804601338916720e-06
3.115250000000000000e+09;-1.106654196153414549e-04
3.115500000000000000e+09;-4.496457288615019236e-05
3.115750000000000477e+09;1.282487312150032833e-04
3.116000000000000000e+09;1.842946680672900947e-04
3.116250000000000000e+09;5.328151338976713390e-05
3.116500000000000477e+09;-8.957846566217177468e-05
3.116750000000000000e+09;-6.928735924073888420e-05
3.117000000000000000e+09;4.356699613695391173e-05
3.117250000000000000e+09;4.480218833504566776e-05
3.117500000000000000e+09;-9.457830728129811839e-05
3.117750000000000000e+09;-1.857929936668976511e-04
3.118000000000000000e+09;-8.639009888729324248e-05
3.118250000000000000e+09;9.824194505301567205e-05
3.118500000000000000e+09;1.493955370627892895e-04
3.118750000000000000e+09;3.700804091458882381e-05
3.119000000000000000e+09;-4.488935669284584970e-05
3.119250000000000000e+09;3.504191743279109193e-05
3.119500000000000000e+09;1.468174496903943381e-04
3.119750000000000477e+09;8.563405194879816881e-05
3.120000000000000000e+09;-1.127234967712435103e-04
3.120250000000000000e+09;-2.094683638007256092e-04
3.120500000000000477e+09;-1.008626267107740672e-04
3.120750000000000000e+09;4.720456834701623674e-05
3.121000000000000000e+09;4.518940644675815759e-05
3.121250000000000000e+09;-5.605994540263782111e-05
3.121500000000000000e+09;-5.352360355749475658e-05
3.121750000000000000e+09;9.995719378608297026e-05
3.122000000000000000e+09;2.136139843773774923e-04
3.122250000000000000e+09;1.236333134603789915e-04
3.122500000000000000e+09;-7.242810252178487644e-05
3.122750000000000000e+09;-1.456879356272033747e-04
3.123000000000000000e+09;-4.970346200536884595e-05
3.123250000000000000e+09;2.675256926660671741e-05
3.123500000000000000e+09;-4.950255329215243178e-05
3.123750000000000477e+09;-1.553715167796306852e-04
3.124000000000000000e+09;-9.792509676385380128e-05
3.124250000000000000e+09;9.972469838694554697e-05
3.124500000000000477e+09;2.157066590311830577e-04
3.124750000000000000e+09;1.257488719459236564e-04
3.125000000000000000e+09;-2.828028882503412072e-05
3.125250000000000000e+09;-4.638880182134630197e-05
3.125500000000000000e+09;4.501657612461381985e-05
3.125750000000000000e+09;4.921256868025298279e-05
3.126000000000000000e+09;-9.795159799843047540e-05
3.126250000000000000e+09;-2.206092066163447489e-04
3.126500000000000000e+09;-1.441472668710963351e-04
3.126750000000000000e+09;5.497387524719240723e-05
3.127000000000000000e+09;1.489160384434044066e-04
3.127250000000000000e+09;6.769936946761750105e-05
3.127500000000000000e+09;-1.826098164612981528e-05
3.127750000000000477e+09;4.331512151046546156e-05
3.128000000000000000e+09;1.564578348849923132e-04
3.128250000000000000e+09;1.152679962808614316e-04
3.128500000000000477e+09;-8.342605726991371624e-05
3.128750000000000000e+09;-2.141842070815272946e-04
3.129000000000000000e+09;-1.341081130122123515e-04
3.129250000000000000e+09;2.144206076668448590e-05
3.129500000000000000e+09;4.375553781450580395e-05
3.129750000000000000e+09;-5.321154207908574367e-05
3.130000000000000000e+09;-6.981813237133546539e-05
3.130250000000000000e+09;7.348063573614864159e-05
3.130500000000000000e+09;2.076550420823720412e-04
3.130750000000000000e+09;1.493798826409551642e-04
3.131000000000000000e+09;-3.920089527333956396e-05
3.131250000000000000e+09;-1.308858080242694200e-04
3.131500000000000000e+09;-4.840791102967225318e-05
3.131750000000000477e+09;3.866379771823600991e-05
3.132000000000000000e+09;-2.269641588156612081e-05
3.132250000000000000e+09;-1.451952746191230231e-04
3.132500000000000477e+09;-1.301260813463865434e-04
3.132750000000000000e+09;4.391889955344083251e-05
3.133000000000000000e+09;1.753039972348996640e-04
3.133250000000000000e+09;1.153528440645863620e-04
3.133500000000000000e+09;-2.782227937871165839e-05
3.133750000000000000e+09;-5.057845281690233769e-05
3.134000000000000000e+09;5.877009062654798844e-05
3.134250000000000000e+09;1.056727784262050736e-04
3.134500000000000000e+09;-2.398109513737378830e-05
3.134750000000000000e+09;-1.789943618028454425e-04
3.135000000000000000e+09;-1.514199584957513236e-04
3.135250000000000000e+09;2.000707655147020706e-05
3.135500000000000000e+09;1.077009594598273316e-04
3.135750000000000477e+09;2.015435723029119952e-05
3.136000000000000000e+09;-7.732653765205277320e-05
3.136250000000000000e+09;-1.139614528166937400e-05
3.136500000000000000e+09;1.396450500983863587e-04
3.136750000000000000e+09;1.575630675802528857e-04
3.137000000000000000e+09;4.003600266065155146e-07
3.137250000000000000e+09;-1.360732633832302746e-04
3.137500000000000000e+09;-9.138232316356956729e-05
3.137750000000000000e+09;3.768142048443712570e-05
3.138000000000000000e+09;4.414790893356260746e-05
3.138250000000000000e+09;-8.354347546010810273e-05
3.138500000000000000e+09;-1.470160146329369281e-04
3.138750000000000000e+09;-2.580669296319647836e-05
3.139000000000000000e+09;1.445467446064578262e-04
3.139250000000000000e+09;1.530343706117433332e-04
3.139500000000000000e+09;1.013685317526673529e-05
3.139750000000000477e+09;-7.301725757039301539e-05
3.140000000000000000e+09;7.767844324276083442e-06
3.140250000000000000e+09;1.052517519546259929e-04
3.140500000000000000e+09;3.650045190089119151e-05
3.140750000000000000e+09;-1.393804965564313461e-04
3.141000000000000000e+09;-1.929046781167004687e-04
3.141250000000000000e+09;-5.431783735849921881e-05
3.141500000000000000e+09;9.363421404333277282e-05
3.141750000000000000e+09;7.846385475317015014e-05
3.142000000000000000e+09;-3.117465522656417124e-05
3.142250000000000000e+09;-3.502393926528581499e-05
3.142500000000000000e+09;1.027453745889568782e-04
3.142750000000000000e+09;1.879989057722324032e-04
3.143000000000000000e+09;7.134763016629539997e-05
3.143250000000000000e+09;-1.258765634411887241e-04
3.143500000000000000e+09;-1.728672290766659176e-04
3.143750000000000477e+09;-4.888736333320213551e-05
3.144000000000000000e+09;3.797096204778999416e-05
3.144250000000000000e+09;-3.794276339861728703e-05
3.144500000000000000e+09;-1.317521509254110932e-04
3.144750000000000000e+09;-5.370502347859579852e-05
3.145000000000000000e+09;1.405866436509280463e-04
3.145250000000000000e+09;2.217228525224129504e-04
3.145500000000000000e+09;9.804512974255461823e-05
3.145750000000000000e+09;-6.113680074292626276e-05
3.146000000000000000e+09;-6.728337296277347090e-05
3.146250000000000000e+09;2.689795190692043135e-05
3.146500000000000000e+09;2.489732718632267104e-05
3.146750000000000000e+09;-1.162119111562089297e-04
3.147000000000000477e+09;-2.105812213665039800e-04
3.147250000000000000e+09;-1.043156673038652478e-04
3.147500000000000000e+09;9.687307542797642481e-05
3.147750000000000477e+09;1.690735819476126835e-04
3.148000000000000000e+09;6.870508913003146715e-05
3.148250000000000000e+09;-2.350209809053053009e-05
3.148500000000000000e+09;3.396230876837645163e-05
3.148750000000000000e+09;1.316787032897916740e-04
3.149000000000000000e+09;7.094559482332959499e-05
3.149250000000000000e+09;-1.258210850945739928e-04
3.149500000000000000e+09;-2.277732927117236095e-04
3.149750000000000000e+09;-1.164091245912196685e-04
3.150000000000000000e+09;5.245328757337715356e-05
3.150250000000000000e+09;7.291294409135019080e-05
3.150500000000000000e+09;-2.466428211911336895e-05
3.150750000000000000e+09;-3.619596040219284707e-05
3.151000000000000477e+09;1.003635963709315890e-04
3.151250000000000000e+09;2.057118094802589151e-04
3.151500000000000000e+09;1.130574699404291258e-04
3.151750000000000477e+09;-9.103938854412983348e-05
3.152000000000000000e+09;-1.724287883060304750e-04
3.152250000000000000e+09;-7.067402171517174242e-05
3.152500000000000000e+09;2.601452435155420651e-05
3.152750000000000000e+09;-2.894570271492622460e-05
3.153000000000000000e+09;-1.291545278425971631e-04
3.153250000000000000e+09;-8.232721378515164986e-05
3.153500000000000000e+09;1.023129993064333845e-04
3.153750000000000000e+09;2.108429356947223992e-04
3.154000000000000000e+09;1.172796143049613913e-04
3.154250000000000000e+09;-4.505273785306871873e-05
3.154500000000000000e+09;-7.328193343292476413e-05
3.154750000000000000e+09;2.813372558143072306e-05
3.155000000000000477e+09;6.107522490863451605e-05
3.155250000000000000e+09;-6.752393111589649990e-05
3.155500000000000000e+09;-1.934037499511146417e-04
3.155750000000000477e+09;-1.312209459818049141e-04
3.156000000000000000e+09;5.638012047363377379e-05
3.156250000000000000e+09;1.439439742431419171e-04
3.156500000000000000e+09;5.250640787805566627e-05
3.156750000000000000e+09;-4.848730921942717524e-05
3.157000000000000000e+09;4.088832977439296921e-06
3.157250000000000000e+09;1.277384195124844457e-04
3.157500000000000000e+09;1.185027654056902561e-04
3.157750000000000000e+09;-5.205274215492550964e-05
3.158000000000000000e+09;-1.812790142405130219e-04
3.158250000000000000e+09;-1.106217812154246764e-04
3.158500000000000000e+09;4.361450913025606107e-05
3.158750000000000000e+09;6.134175668882494218e-05
3.159000000000000477e+09;-5.800610798394864641e-05
3.159250000000000000e+09;-1.062419846399672457e-04
3.159500000000000000e+09;2.351219573955402547e-05
3.159750000000000477e+09;1.745966199869637930e-04
3.160000000000000000e+09;1.439070517225620003e-04
3.160250000000000000e+09;-2.373686925951658177e-05
3.160500000000000000e+09;-1.037119436702771169e-04
3.160750000000000000e+09;-1.652414880900628861e-05
3.161000000000000000e+09;7.232395211729828409e-05
3.161250000000000000e+09;3.423410345416988664e-06
3.161500000000000000e+09;-1.400993943093964693e-04
3.161750000000000000e+09;-1.529643878955618702e-04
3.162000000000000000e+09;-4.228926483468024565e-06
3.162250000000000000e+09;1.252614983123882797e-04
3.162500000000000000e+09;9.168837627369559888e-05
3.162750000000000000e+09;-2.509962199649143661e-05
3.163000000000000477e+09;-3.668485401261711740e-05
3.163250000000000000e+09;8.254011527559930699e-05
3.163500000000000000e+09;1.471614892322830313e-04
3.163750000000000477e+09;2.527815328947201836e-05
3.164000000000000000e+09;-1.541072965548225893e-04
3.164250000000000000e+09;-1.669633037488470455e-04
3.164500000000000000e+09;-1.675020553149991800e-05
3.164750000000000000e+09;7.153155140390147820e-05
3.165000000000000000e+09;-9.673567543858877551e-06
3.165250000000000000e+09;-9.893357075925842846e-05
3.165500000000000000e+09;-1.941930795943093427e-05
3.165750000000000000e+09;1.533956666212808718e-04
3.166000000000000000e+09;1.933868566676183345e-04
3.166250000000000000e+09;4.220314341137122071e-05
3.166500000000000000e+09;-1.091299178651781684e-04
3.166750000000000000e+09;-9.171634782369528878e-05
3.167000000000000477e+09;1.304691291589913132e-05
3.167250000000000000e+09;1.198136341365176424e-05
3.167500000000000000e+09;-1.135101334659989702e-04
3.167750000000000477e+09;-1.743176702747631607e-04
3.168000000000000000e+09;-4.240166824523892514e-05
3.168250000000000000e+09;1.502320785728788967e-04
3.168500000000000000e+09;1.849280922392937333e-04
3.168750000000000000e+09;5.455059514351656539e-05
3.169000000000000000e+09;-3.996756915880908431e-05
3.169250000000000000e+09;2.032813845064559725e-05
3.169500000000000000e+09;1.000154746842604015e-04
3.169750000000000000e+09;1.754563667193236043e-05
3.170000000000000000e+09;-1.674285666125845530e-04
3.170250000000000000e+09;-2.289652256689762909e-04
3.170500000000000000e+09;-8.761333782036512263e-05
3.170750000000000000e+09;8.261688627716170976e-05
3.171000000000000477e+09;9.478845847629233253e-05
3.171250000000000000e+09;-3.017476321631172093e-07
3.171500000000000000e+09;-9.404656247796195015e-06
3.171750000000000000e+09;1.143360124499416422e-04
3.172000000000000000e+09;1.935930192783888231e-04
3.172250000000000000e+09;7.455997140649274957e-05
3.172500000000000000e+09;-1.342644483707886992e-04
3.172750000000000000e+09;-1.952126062154867724e-04
3.173000000000000000e+09;-6.992613020792603270e-05
3.173250000000000000e+09;3.640087024998434957e-05
3.173500000000000000e+09;-2.063118464073816731e-05
3.173750000000000000e+09;-1.139504722035639210e-04
3.174000000000000000e+09;-4.426674540369058056e-05
3.174250000000000000e+09;1.472909753556234504e-04
3.174500000000000000e+09;2.242704521242515499e-04
3.174750000000000000e+09;8.885437143569424080e-05
3.175000000000000477e+09;-8.400065298968373674e-05
3.175250000000000000e+09;-9.679837431009235193e-05
3.175500000000000000e+09;7.117642784097410934e-06
3.175750000000000000e+09;2.658149562643584966e-05
3.176000000000000000e+09;-9.603998473680322868e-05
3.176250000000000000e+09;-1.836010504996698003e-04
3.176500000000000000e+09;-8.274563630856731408e-05
3.176750000000000000e+09;1.099167669054264751e-04
3.177000000000000000e+09;1.755032311801343653e-04
3.177250000000000000e+09;6.480690580000039746e-05
3.177500000000000000e+09;-4.236424723885834305e-05
3.177750000000000000e+09;1.932908126845399226e-06
3.178000000000000000e+09;1.021493830671294905e-04
